,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,7.243640810070188,8.122661137754086,8.037257900881169,8.219451443327715,7.893002497375994,8.05374757350468,7.915652983933063,8.082439405318851,8.160353165758611,8.101282623611075,8.168655434771422,8.185705926374304,8.051546652476507,7.48918626642372,7.2040761200186045,7.781390853073051,7.900391917347194,8.006306852347164,7.865426395026417,7.9017399510688024,7.754642957286155,7.6326796473400025,7.911991674484446,7.694480030308199,7.992921656250102,7.331982179326689,7.319683255069331
1,4.777913393451312,7.916929851145543,8.098363885996605,8.1825925885428,8.06800508701054,8.050739613316658,8.049172678210299,8.045193915513858,8.036751970855594,8.01938185434503,8.29776295881421,8.5068242070604,8.140122478039197,7.799358784292309,7.913888805552741,7.82420068365652,7.886114900604254,7.952519337681952,8.1062800804413,7.976337894113864,7.906662756818315,7.635871454307887,7.808831401892667,7.90558762071416,7.966330080755645,7.2486603692398335,7.82952742292507
2,7.828909798960177,8.038834189606419,7.70817602867952,7.630248515787338,7.942255711734178,8.065516056086857,7.785003135567616,7.484374327039748,7.584832703234259,7.683223458995434,7.454105800524214,7.8163765061146115,7.838885906085037,7.8478365766611375,7.747034718980743,7.8482823727293205,7.945891308359071,7.953421485795614,7.873095236339703,7.991269105963582,8.029852859960943,8.204497423865838,7.945478989929786,8.061584967900536,7.955407894473765,7.4935111427993455,7.899476656510533
3,2.98102752143539,7.504386277091716,7.937381823275476,7.90109565485813,5.791579581602376,6.805791120381929,7.605291054384034,7.9039577971188635,8.116420087588267,8.264459672394233,8.214917748146192,7.927253307931811,8.203096245724048,8.187089428905987,7.922726933504879,8.233686864222614,8.002361039274515,7.8851257776916945,8.05447948362547,7.962115277270021,7.349262153735612,7.893772346153733,8.030149150317751,8.222231412591139,8.113103631867864,7.319001841986434,7.341461226565576
4,7.915962653420669,7.917086427336456,7.9212141927061825,7.916749316783806,7.5742510363702475,7.520345529332806,7.888628131772189,7.984570157522793,7.904207805272314,7.886431043604857,7.486554149746563,7.53128607385708,7.347867536829326,7.48087578160791,7.718511240747478,7.788506895637198,8.237426191090742,8.057847281098615,8.124541455031165,8.104932260237726,7.906659824881133,7.86011910522495,7.940893920178672,7.952091664757834,7.899412809866084,7.703160465636062,7.986371834945384
5,7.314737048618083,8.322618884295874,8.396282118691081,8.007443553597584,7.884655147394511,7.890479843001897,7.930131999282725,7.812332434535384,7.924078014435748,7.5863740277877625,7.92590806697627,7.899045471961718,7.829490994643159,6.49891089535782,7.282582923708491,7.809327759791602,7.928128093917831,7.891648341108666,7.7896207242700175,7.881211298595339,7.8846496347940676,7.927320623551428,7.930882155289023,8.097002221226218,8.140564286833488,7.574806491149682,8.266330785171249
6,8.129556368174413,8.098917828437827,8.134969822500636,8.066431207013089,7.969978548253805,7.898471847486945,7.867323280822941,7.983967396627581,7.781916179737244,7.814935261359461,7.831450392849312,7.7946809854289185,7.818894732800308,7.931338060526483,7.8148063746375485,8.096814385218726,8.146187653434428,8.141692527732747,8.0612143469214,7.998186754658541,7.745266122070731,7.995588783121674,8.20358902806381,7.9520924679245795,8.069063109887374,8.048495191399953,8.000533907581195
7,7.928348670763889,7.875179915650835,7.926494114082136,7.934747576992434,7.892273474456404,7.872772336189472,7.741379576286258,7.858138240546956,7.783246880234254,7.89981750866224,7.849071823580665,7.965066706582714,7.471391892794418,7.790553766639646,7.212704589975987,7.304681298146888,7.987097606397079,7.849278961195352,7.623967366830171,7.80346536317711,7.600496481095297,8.077444076178402,7.982584884701824,7.968659593285619,7.965223835445496,7.739244690301142,7.828929380354327
8,8.258287068735404,8.265318505125531,8.165624393404043,8.016986678866973,8.061723899172966,8.017587890422606,7.89949587122063,7.825328106357129,7.823425326379402,7.931265320039484,7.766683015926159,7.778240556662094,7.791323068356596,7.744875396627176,7.717133243545612,8.079086305816988,8.036680098017767,8.126968577192597,8.163165503126987,8.064048746405684,8.1056860412359,8.05902744575373,8.087758939431133,8.129316365884664,8.04172366671072,7.977461129136401,8.212274973279289
9,6.805038640900744,7.844593861402167,7.9602841102341575,7.833505157420939,7.873101918766529,7.926112219000149,8.215811368605806,7.780965790135241,8.048319996882881,7.96959273723701,7.859887248955984,7.829893024649806,7.915865038162131,7.732607629804665,7.757774434606029,7.9402693046495,8.087110576766712,8.057609215142588,8.083384068535072,8.015429818393196,7.891748907200249,7.895620013011006,7.992485863366969,8.060327928502439,8.150927405940068,7.919920526879557,7.947586266878666
